剑川路229号	紫晶南园	131665.63	上海紫泰物业管理有限公司	商品房	12031	12
丽水路81号	紫锦城商业中心	18821.62	上海锦城物业管理有限公司	没找到	1006	1
共和新路4618弄弄口（3甲）	紫金兰花苑	26488.12	上海久兴物业管理有限公司	商品房	8011	8
松江新松江路1388弄	紫东新苑	412760.85	上海东昱物业管理有限公司	商品房	17026	17
上海市南汇区万祥镇三三公路1518弄	紫丁香花园	30623	上海东缘置业有限公司	商品房	15520	15
高行镇俱进路500弄	紫翠苑二期	40800	上海先行信汇物业管理有限公司	商品房	14516	14
庄行镇	庄行一新小区	17036.17	上海全信物业管理有限公司	售后房	16007	16
洵阳新村457-464号	洵阳新村457-464号	9663	上海达苑物业管理有限公司	售后房	7007	7
管弄路121弄13号	洵阳新村	15549	上海中山物业有限公司	售后房	7007	7
羽山路951弄、苗圃路466弄、南洋泾路296弄	泾南六街坊		上海中星集团申城物业有限公司	没找到	14026	14
泾东路236号	泾东路236号	1937	上海广汇物业管理服务有限公司	没找到	9004	9
泗泾镇4街坊	泗泾镇4街坊	7068.9	上海泗房物业发展有限公司	商品房	17002	17
上海松江泗泾泗陈公路518弄	泗泾颐景园	35282.68	上海颐景园物业管理有限公司	商品房	17002	17
0	泗泾小区	48748.16	上海仟宸置业发展有限公司	售后房	1001	1
宝山区泗塘一村（含革新路1-39号、虎林路502-518号）	泗塘一村（南块）	97457.42	上海宝房泗塘物业管理有限公司	售后房	11004	11
宝山区泗塘三村	泗塘三村	95515.08	上海宝房泗塘物业管理有限公司	售后房	11004	11
宝山区泗塘二村	泗塘二村(东块)	16666.96	上海宝房泗塘物业管理有限公司	售后房	11004	11
赵巷镇赵华路	崧泽公寓	43471	上海赵巷物业管理有限公司	公房	19002	19
崂山四村1—11号、甲11号	崂山四村	11117.72	上海申舟物业有限公司	售后房	14000	14
铜川路276弄	岚皋馨苑	90162.51	上海安居物业有限公司	商品房	7007	7
岚皋西路95弄	岚皋西路95弄	23708.24	上海达苑物业管理有限公司	售后房	7007	7
岚皋西路306弄1-7(单号）318号、320号	岚皋西路306弄	10821	上海达苑物业管理有限公司	售后房	7007	7
岚皋路300弄1-11、15-16、18、21、24、26、28、30、32、34号	岚皋路300弄	27344.87	上海中山物业有限公司	售后房	7007	7
岚皋路40弄5、6、7号	岚皋大楼	38748	上海普陀大楼物业有限公司	售后房	7007	7
闵行区莘庄镇	莘庄镇小区	63968.29	上海莘旺物业管理有限公司	售后房	12004	12
顾戴路600号	莘庄地面站	6616.83	上海德律风物业有限公司	没找到	12024	12
长寿路748弄	莘远大厦	15571.05	上海锦日物业管理有限公司	商品房	7001	7
闵行区龙茗路149弄	莘光苑	15320	上海沪中物业管理有限公司	商品房	12004	12
疏影路1111弄	莘城苑	169687.62	上海东湖物业管理公司	商品房	12004	12
上海市闵行区春申路2768弄	茉莉苑	43600	上海巨星物业有限公司	商品房	12004	12
闸北区芷江中路413弄1-9号	芷江中路413弄	13161	上海不夜城全兴物业管理有限公司	商品房	8004	8
芷江西路285弄	芷江西路285弄	32000	上海凯兴物业管理有限公司	售后房	8008	8
天山五村151-156、166-168、181-183、196-198号	芙一小区	25933.19	上海新长宁（集团）仙霞物业有限公司	售后房	5004	5
安亭泽普路318弄	芙蓉新村	115320.17	上海佳通物业管理有限公司	售后房	13017	13
韶山路418弄	馨佳园A2街坊	71626.08	上海圣维仕物业管理有限公司	没找到	11010	11
淞虹路800弄	馨虹小区	28210.18	上海新凯物业管理公司	售后房	5010	5
颛兴路639弄	颛溪十二村	98963.54	上海田园物业公司	商品房	12006	12
武夷路461弄	煜王苑	35496.2	上海德鑫物业管理有限公司	售后房	5006	5
平凉路1749弄	晟业佳苑	28134.36	上海林厦物业管理有限公司	商品房	10002	10
璜溪东街60-104号（双）、64号后门74号后门84号后门、96号后门-100号后门、璜溪东街90	璜溪东街60-104号(双)-1		上海新巷物业发展有限公司	没找到	18503	18
潼港四村	潼港四村	2765.61	上海浦东新区高桥物业发展公司	售后房	14529	14
和龙路295弄	潼港六村	35352.13	上海高博物业管理有限公司	售后房	14529	14
高桥镇花山路481弄	潼港八村(1-120号)	105965.78	上海浦东新区潼港物业管理部	没找到	14529	14
康健路105弄	漕泾一村		上海兴康物业有限公司	没找到	4010	4
钦洲北路1199号	漕河泾十二期厂房	56840	上海锦龙物业管理有限公司	没找到	4007	4
遵义路797号	遵义路797号	839	上海新长宁集团华阳物业有限公司	没找到	5005	5
江场三路156、158号	总部经济园156、158号	12307.37	上海新市北企业管理服务有限公司	没找到	8013	8
海湾旅游区金汇塘路369弄	棕榈滩别墅	108793.36	上海同丰物业管理有限公司	商品房	16018	16
桂平路123弄	紫薇园	77698	上海中房物业管理有限公司	售后房	4009	4
广元西路333号	紫元大厦	14079	上海宏安物业管理有限公司	商品房	4001	4
北翟路5103弄	紫益小区	7322	上海申茂物业管理有限公司	售后房	12014	12
万航渡路803号829弄1-4号	鑫康苑	57000	上海诚立物业服务有限公司	商品房	6005	6
零陵路777弄70号102室	鑫国家园	37238.23	上海驰骋物业管理有限公司	商品房	4001	4
枫泾镇商城路16弄	鑫枫苑	9987.32	上海市金山区红枫物业有限公司	商品房	18402	18
瓶安路1600弄	鑫都城宝铭苑	129142	上海天为物业管理服务有限公司	商品房	12006	12
凉城路357/14-102	翡翠园小区	27629	上海中虹物业管理有限公司	商品房	9009	9
华夏二路200弄	珠光苑	25025	上海银顶峰物业管理有限公司	商品房	14528	14
洲桥老街	洲桥老区	14610.16	上海嘉城物业管理有限公司	售后房	13016	13
周家嘴路3338弄	周家嘴路3338弄小区	29376	上海林厦物业管理有限公司	售后房	10002	10
周浦镇周东路	周东二村	18695.49	上海南汇周房物业管理有限公司	商品房	15401	15
浦东南路1862弄20号	众鑫大厦	22073	上海东晟物业管理有限公司	没找到	14012	14
东方路818号	众城大厦	35412.93	上海陆家嘴物业管理有限公司	没找到	14012	14
闵行区莘沥路18弄	仲义商住楼（莘沥路18弄）	5894.18	上海恒久物业管理有限公司	商品房	12004	12
武胜路429/1、431-507号、重庆北路216/2-66号	重庆小区	18218	上海瑞福房产物业有限公司	售后房	1003	1
蒸兴路212号	钟楼小区	5509	上海家宝物业管理有限公司	没找到	19403	19
场中路20-26号、30号、34-48双号、32弄1-9号、11-18号	忠烈小区	30747.08	上海江湾物业管理有限公司	售后房	9010	9
中漕路20号	中漕小区	9500	上海恒联物业有限公司	商品房	4001	4
中漕路21号	中漕路民政局	1500	上海现代金晨物业管理有限公司	没找到	4001	4
福建中路205-225	中怡、中悦	19976.25	上海中房物业管理有限公司	没找到	1004	1
中山北路2318号-2342号	中岚大楼	30405	上海新城物业有限公司	商品房	7001	7
蒲汇塘路158号	中南大楼	4489	上海汇成物业有限公司	没找到	4001	4
曹杨路540号	中联大厦	47546.43	上海申通物业管理有限公司	没找到	7001	7
闵行区颛兴路185号	中九大厦	11588.27	上海君仕物业管理有限公司	没找到	12006	12
中江路650弄	中江路小区	46832	华东师大房屋经营管理所	商品房	7004	7
打浦路585弄	中辉新苑	26130.33	上海中城集团物业公司	商品房	3001	3
中山南二路1007－1019号	中煌大厦	15771.35	上海东湖物业管理公司	商品房	4005	4
中环大厦	中环大厦		上海四强物业管理有限公司	没找到	7004	7
中华新路591弄	中华新路591弄	7000	上海凯兴物业管理有限公司	售后房	8008	8
中华新路1140弄	中华新路1140弄	8095.77	上海沪西物业有限公司	售后房	7006	7
万般渡路838号	中华商城	34500	上海蓝朝物业管理有限公司	没找到	6005	6
中华路1300-1316号,安澜路13弄	中华路安澜路小区	5285	上海老西门物业管理有限公司	售后房	1007	1
尚文路168-198号	中华东泼	43000	上海顺达物业管理有限公司	没找到	1007	1
钦州路428弄	中虹汇之苑	36771.28	上海宏苑物业管理经营有限公司	商品房	4010	4
灵山路717弄	中星景园	10778.88	上海新城物业有限公司	商品房	14026	14
上海市浦东大道1081-1089号	中信五牛城	83925.58	上海信泰酒店经营管理有限公司	没找到	14026	14
南桥镇南奉公路9588号	中心医院	56000	上海吉晨卫生后勤服务管理有限公司	没找到	16021	16
宁波路561号409室	中泰公寓裙房	1536.93	上海申厦物业有限公司	没找到	1002	1
宁波路561号409室	中泰公寓	11624.34	上海申厦物业有限公司	售后房	1002	1
场署街1号	中市街幼儿园	2100	上海浦东新区新川物业公司	没找到	14528	14
医学院路110弄	中山新村	50442	上海一商物业管理有限公司	售后房	4005	4
中山西路640、652弄3号、遵义路390弄、玉屏南路201-207号	中山西路640、652弄3号、遵义路390弄	11826	上海新长宁集团天山物业有限公司	没找到	5002	5
长宁路1262号	中山商务楼	4000	上海电力物业管理有限公司	没找到	5006	5
黄浦区中山南路1711弄1号	中山南路1711弄1号小区	15096.83	上海驰骋物业管理有限公司	售后房	1010	1
中山街道6街坊	中山街道6街坊	1055.23	上海松盛物业管理有限公司	商品房	17027	17
政民路295、297、299号	政民路295、297、299号	2205.7	五角场物业管理有限公司	售后房	10010	10
政民路200弄	政民路200弄	11321.86	上海振新物业管理公司	售后房	10010	10
政立路711弄	政立路711弄小区	28000	上海明联物业管理有限公司	商品房	10012	10
中山北路1777号	政华商务大厦	32061.37	上海中诚物业有限公司	没找到	7006	7
上海市老沪闵路519弄21号102室	正南花苑	103040	上海二医物业管理有限公司	商品房	4010	4
陆家嘴西路168号	正大广场	32000	正大置地有限公司	没找到	14000	14
镇坪路81弄4-6、8-11号，平民后村117-118号	镇坪路81弄	12073.28	上海中山物业有限公司	售后房	7007	7
曹路镇龚新路549弄	镇南新村	6509.88	上海浦东捷达物业有限公司	商品房	14051	14
成都北路140、152、162弄；重庆北路177弄	振兴小区-广隆	28341	上海捷艾尔物业管理有限公司	售后房	1002	1
曹安路295—323号	振光大厦	40848.6	上海振新物业管理公司	售后房	7011	7
东明路660弄	住友昌盛新苑	38999.11	上海友全物业管理有限公司	商品房	14408	14
汶水东路141弄24号	住安商办楼	5774	上海住安物业管理有限公司	没找到	9010	9
潍坊路335弄2支弄	竹园源竹小区	29192.88	上海申厦物业有限公司	没找到	14012	14
福山路309号	竹园商务公寓	16352.81	上海浦东新区潍坊物业公司	商品房	14012	14
莘朱路1760弄	朱行三期	44102.4	上海鼎高物业管理有限公司	商品房	12015	12
朱桥南街、西街、北街	朱桥地区	6511	上海广厦物业管理有限公司	没找到	13007	13
文诚路888号	珠江新城（商铺）	2384.22	上海合生物业管理有限公司	没找到	17026	17
河间路827弄	珠江香樟园	71764.2	上海合生物业管理有限公司	商品房	10001	10
平凉路1889弄	珠江香樟南园	69593.34	上海合生物业管理有限公司	商品房	10001	10
中山街道3街坊	中山街道3街坊	1924.89	上海松盛物业管理有限公司	商品房	17027	17
松江区茸梅路	中山广场	36746	上海茸盛物业管理有限公司	没找到	17027	17
定西路1507号	中山大楼	13577	上海新长宁集团天山物业有限公司	售后房	5006	5
中山北路3644弄17号底层	中山北路3904弄	18147.75	上海长风物业有限公司	商品房	7004	7
中山北路3028号10号楼	中山北路3028号10号楼	3227	上海程物实业发展有限公司	商品房	7004	7
中山北路235号	中山北路235号	2644.7	上海新新物业管理有限公司	没找到	8010	8
中山北二路709弄1-10号	中山北二路709弄	9300	上海冬迩物业管理有限公司	商品房	10006	10
张杨路560号	中融恒瑞国际大厦	42500	上海中融物业管理有限公司	没找到	14012	14
中山北路2000号	中期大厦	48860.36	上海华谊集团置业有限公司	没找到	7001	7
中漕路38弄	中原新村	14540.94	上海华谊集团置业有限公司	售后房	4001	4
中原路99弄	中原路99弄	49739	上海君晟物业管理有限公司	商品房	10011	10
国定路292号	中银上海杨浦支行国定路分理处	400	上海中慧物业管理有限公司	没找到	10010	10
四川中路321号	中央大厦	16086.58	上海中慧物业管理有限公司	没找到	1001	1
泰兴路391号、395号，383弄18、22号	中亚泰兴楼	2752	上海永南物业管理有限公司	没找到	6002	6
中山北路2451弄200支弄1-16号	中兴花苑	14786	上海久实物业有限公司	售后房	7007	7
车站北路400弄	中星怡城苑	10215.36	上海中星集团申城物业有限公司	售后房	9009	9
凉城路838弄	中星凉城苑	60786.51	上海中星集团申城物业有限公司	售后房	9009	9
清涧路68弄	中鼎豪园	139918.27	上海亚大物业发展有限公司	商品房	7010	7
丁香路1066弄	中邦晶座	10784.53	上海中邦物业管理有限公司	商品房	14522	14
康桥镇	中邦城市.德比生活	146214.7	上海中邦物业管理有限公司	商品房	15503	15
交通西路129弄	智荟苑	72634.62	上海明华物业公司	商品房	7006	7
上海市沪松公路1123号松沪大厦	志成花苑	320000	上海陆家嘴物业管理有限公司	商品房	17007	17
芷江中路531弄	止园小区	54591	上海宝通物业管理有限公司	商品房	8004	8
衡山路41号	芝大厦	37396	上海汇发房地产有限公司	商品房	4002	4
泰兴路383弄	郑家巷	38796.67	上海张宅物业有限公司	公房	6002	6
漕溪路222号	中国航天科技集团公司第八研究院	30741	上海航天物业管理有限公司	没找到	4008	4
杨高北路2005号台南西路80号	中国工商银行数据中心(上海)	35000	上海东湖物业管理公司	没找到	14529	14
老港镇拱极东路10号	中港永丽置业工业园区	35926.64	上海鑫源物业经营管理有限公司	没找到	15522	15
海潮路23号	中福花苑	115441.22	上海中福联合物业管理有限公司	商品房	1009	1
昆阳路3388弄	中房森林别墅	102982.91	第一太平戴维斯物业顾问（上海）有限公司	商品房	12008	12
四平路780弄1-8号	源森地带公寓	52724	上海建强物业管理有限公司	售后房	9003	9
春申路1888弄	源梦苑	54482	上海国利物业管理有限公司	商品房	12015	12
浦东新区灵岩南路769弄	源程.锦苑	57087.07	上海市三浦物业管理有限公司	没找到	14527	14
石化卫清西路999弄7号201室	园中苑	41709	上海今欧物业管理有限公司	商品房	18405	18
龙川北路、上中路458弄	园南一村	58987.7	上海中房物业管理有限公司	售后房	4006	4
制造局路130号	园林大厦	23680.53	上海绿茁物业管理有限公司	没找到	3002	3
松江区文诚路1777弄	原野花园	89550	上海科瑞物业管理发展有限公司	商品房	17026	17
福州路209号	原高级人民法院	5585	上海盛勤物业管理有限公司	没找到	1001	1
安仁街99-191号，福佑路54-162号	豫园街道43街坊	41412.7	上海豫园物业管理有限公司	售后房	1006	1
方浜中路168号	豫龙坊	136000	上海高力国际物业服务有限公司	售后房	1006	1
松江区绿城路159弄	裕盛豪园	35048.3	上海新桃源物业管理有限公司	商品房	17026	17
东方路69号	裕景国际商务广场	67458.56	伊顿物业管理（上海）有限公司	没找到	14003	14
松江新城三新路	月亮河.碧园.桂园	190012	狮城怡安（上海）物业管理有限公司	商品房	17026	17
桂平路67弄	月季园	73000	上海中房物业管理有限公司	商品房	4009	4
粤秀路318弄17号104室	粤秀小区	31854.82	上海冬迩物业管理有限公司	售后房	8009	8
粤秀路328号、300-304号	粤秀路商业用房	1289.94	上海永瑞实业发展有限公司	没找到	8009	8
岳阳路200弄	岳阳路200弄	14018	上海永平置业有限公司	售后房	4002	4
岳阳路195弄1-23	岳阳路195弄1-23	6239.47	上海永平置业有限公司	售后房	4002	4
松江区中山东路289号	岳阳街道12街坊	55494.08	上海松盛物业管理有限公司	商品房	17027	17
岳阳路170弄5-6号	岳阳花苑	2560	上海新世纪房产服务有限公司	商品房	4002	4
岳阳路217号	岳阳公寓	9441.77	上海国际港务(集团)股份有限公司海湾分公司	商品房	4002	4
岳州路58号	岳洋大厦	9400	上海中远物业管理发展有限公司	没找到	9004	9
东大名路378号	远洋大厦办公大楼	31334.2	上海上远物业管理有限公司	没找到	9002	9
位于长宁区定西路1281号-1287号	兆仪大厦	9976.74	上海科瑞物业管理发展有限公司	没找到	5006	5
华阳路81号	兆丰苑	18321.45	上海达安物业管理有限公司	售后房	5006	5
长宁路712弄、706、720号	兆丰小区	28877	上海新长宁集团华阳物业有限公司	没找到	5006	5
赵家宅1-24、28-29，岚皋路200弄20-31、33-36号	赵家宅	41660.64	上海中山物业有限公司	售后房	7007	7
福州路384弄9号	昭通小区	4669.22	上海合众企业发展有限公司	公房	1004	1
福州路384弄9号	昭通室小区	52992.97	上海合众企业发展有限公司	公房	1004	1
昭化路60弄1-10号、延安西路1265弄3、4、5号	昭化路60弄、延安西路1265弄	13870	上海新长宁集团华阳物业有限公司	售后房	5006	5
张扬路1050弄5号	张扬路1050弄5号	12732.75	上海民德物业管理有限公司	公房	14012	14
碧波路635号	张江商业服务中心大楼	26000	上海东湖物业管理公司	没找到	14656	14
玉兰路57弄	玉兰路57弄	1484	上海市浦东新区花木物业公司	没找到	14522	14
玉昆路200号	玉昆小区	300105.56	上海滨杰物业管理有限公司	商品房	17009	17
陕西北路1283弄	玉城宝都广场小区	70267.33	上海建纬置业发展有限公司	商品房	7001	7
愚园路579弄等	愚中小区	43615	上海华园物业管理有限公司	公房	6004	6
愚园路等43街坊	愚园路等43街坊	89581.5	上海华园物业管理有限公司	没找到	6004	6
愚园路22号	愚园路22号	2348	上海建四实业有限公司	没找到	6004	6
愚园路1407弄2-52号双、1409-1421号单	愚园路1407弄	4889	上海新长宁集团华阳物业有限公司	售后房	5006	5
榆兰新村65-72号	榆兰小区	3094.5	上海宏阳物业有限公司	售后房	9003	9
飞虹路656弄	又一村(北)	26335.21	上海宝钢源康物业管理有限公司	商品房	10004	10
周家嘴路1683弄	又一村	114266.68	上海宝钢源康物业管理有限公司	售后房	10004	10
昆山路103弄1-3号	乍浦路街道101街坊	20801	上海兴城物业有限公司	售后房	9001	9
闸航路2685弄	闸航路2685弄	5040.71	上海杜行物业管理有限公司	商品房	12032	12
宝昌路550号	闸北区260街坊-宝山街道	2431	上海宝通物业管理有限公司	商品房	8004	8
会文小区	闸北区150街坊-宝山街道	1965	上海宝通物业管理有限公司	商品房	8004	8
延安西路1590号	增泽世贸大楼	16110	上海增泽商务娱乐有限公司	没找到	5001	5
邯郸路47弄	运一第一小区	34505.3	上海沪陵物业管理部	售后房	9008	9
运光路100弄等	运五第一小区	9945.92	上海大柏树物业有限公司	售后房	9008	9
延川路71弄	运旺新村	73455.75	上海农工商旺都物业管理有限公司	商品房	7011	7
巴林路80弄等	运四第三小区	43225.64	上海大柏树物业有限公司	售后房	9008	9
运光路47、49号	运二第一小区	2207.58	上海大柏树物业有限公司	售后房	9008	9
肇家浜路366号	裕华大厦	24793.35	上海裕华物业管理有限公司	商品房	4002	4
南桥镇育秀四区	育秀四区	75551	上海维欣物业管理有限公司	售后房	16021	16
南桥镇育秀东区	育秀九区	140000.6	奉贤县育秀物业管理有限公司	售后房	16021	16
剑河路688号	御墅花园	41000	上海东湖物业管理公司	商品房	5010	5
玉宇小区	玉宇小区	22430.82	上海荣唐物业管理有限公司	商品房	14528	14
玉田新村81-153号	玉西小区	88248.37	上海大柏树物业有限公司	售后房	9008	9
玉田路216号	玉田大楼	11964.37	上海大柏树物业有限公司	售后房	9008	9
堡镇镇福利路	玉屏小区	66775.64	上海崇明县堡镇物业管理公司	商品房	20002	20
定西路710弄63号	云阳花苑	21049	上海瑞斯邦物业管理有限公司	商品房	5001	5
青海路118号	云海苑办公楼	10168.01	上海坤灵物业管理有限公司	没找到	6003	6
龙漕路221弄、219号、223号	云都新苑	18576.46	上海燕山物业管理有限公司	商品房	4010	4
松江区泗陈公路	云顶别墅	74829	上海紫泰物业管理有限公司	商品房	17002	17
长寿路1118号	悦达国际大厦	60310	上海万悦物业管理有限公司	没找到	7001	7
月浦四村40号甲	月浦四、六村	60055	上海宝冶物业有限公司	售后房	11018	11
月浦四村40号甲	月浦十村	50553	上海宝冶物业有限公司	售后房	11018	11
上海祁连山南路2199号	真新商务楼	31000	上海博蓝房屋资产管理有限公司	没找到	13002	13
大渡河路1516弄	真西驰骋苑	22360	上海驰骋物业管理有限公司	商品房	7010	7
真大路6号	真如短波站	18939	上海德律风物业有限公司	没找到	7012	7
普陀区铜川路2060弄	真光新村第四小区	115302	上海安业物业发展有限公司	售后房	7010	7
肇嘉浜路750号	肇嘉浜路750号	3269.52	上海仪电置业发展公司	没找到	4002	4
松涛路560号	张江大厦	44498	上海东湖物业管理公司	没找到	14656	14
宜川路351弄60~68号	展宏公寓	5452.88	上海伟龙物业管理有限责任公司	商品房	7013	7
塘沽路73弄8号	乍浦路街道140街坊	20502	上海兴城物业有限公司	售后房	9001	9
峨嵋路71弄1号	乍浦路街道125街坊	7374	上海兴城物业有限公司	售后房	9001	9
迎勋路100弄1-8号	迎勋路100弄小区	7512.74	上海老西门物业管理有限公司	售后房	1007	1
红棉路351弄	迎春苑	69590	上海普陀物业有限公司	商品房	7012	7
樱花路309弄	樱花路309弄	16889	上海市浦东新区花木物业公司	商品房	14522	14
长阳路2021弄3号、5号、1969弄1-28号、双阳路6-10号	引翔港小区中房物业管理有限公司	75274.14	上海中房物业管理有限公司	没找到	10002	10
江苏北路90、100号	银鑫小区	31937	上海广鹰物业管理有限公司	售后房	5006	5
长海路442弄1-10号	银叶苑	13598.27	五角场物业管理有限公司	商品房	10009	10
莘浜路10弄2号	银星大厦	15536.39	上海星隆房产物业公司	商品房	12004	12
临平北路60弄	银欣花苑	75000	上海银协物业管理有限公司	售后房	9004	9
蓝天路368弄	银泰花园	47476.93	上海银帆物业管理有限公司	商品房	14033	14
沪闵路3131弄	银桥花园	76000	上海金榜物业有限公司	商品房	12006	12
浦东新区金新路58号	银桥大厦	48589.65	上海银帆物业管理有限公司	没找到	14652	14
上南路3058弄1-6号	银马苑	24459	上海层峰物业管理有限公司	商品房	14527	14
胶州路788号	阳光商务广场	14659.62	上海静安城建投资物业有限公司	没找到	6005	6
政立路257弄	阳光欧洲公寓	15079.08	上海云中物业管理有限公司	商品房	10009	10
斜土路2099弄2号	阳光名苑	30110	上海阳光投资（集团）物业管理有限公司	商品房	4005	4
安远路777弄1、2、3、5、6、7、8、9号	阳光名都	68227.48	上海静安城建投资物业有限公司	商品房	6005	6
靖边路299弄10号底楼	阳光建华城（第一期C区、第二期西块）	10.71	上海阳光投资（集团）物业管理有限公司	商品房	7012	7
松江区新桥镇场西路398弄	阳光花园	72972.38	上海虹宇物业管理有限公司	商品房	17005	17
紫薇路667弄	阳光花城	241647.05	上海上钢物业公司	没找到	14520	14
海湾路369弄	阳光海岸	64348	天津顺驰物业管理有限公司上海分公司	商品房	16018	16
光新路128弄1—5号	阳光大厦	29915.79	上海逸乐物业管理有限公司	商品房	7006	7
法华镇路720弄	杨宅小区-新华	18821	上海新长宁集团新华物业有限公司	售后房	5001	5
宜山路439号	宜山路439号	20822.77	上海爱仁物业有限公司	没找到	4008	4
宜川三村77号等、宜川路51弄1－3，华阴路286弄1－3，290－300号，中山北路1297弄4等	宜川三村	68813	上海中山物业有限公司	没找到	7006	7
涞坊路1188弄	颐亭花苑	156372.35	上海国光物业管理有限责任公司	商品房	17007	17
曹杨路1222弄	颐宁苑	94640.91	上海申能物业管理有限公司	商品房	7007	7
新桥镇春九路118弄	伊莎士花园	97210	上海新桥物业管理有限公司	商品房	17005	17
上海市长宁区伊犁路110弄、134弄、146弄	伊犁小区	10730	上海华龙物业公司	售后房	5007	5
四平路1147弄1-9号	伊顿公寓	13171	上海申安物业管理有限公司	商品房	10005	10
万航渡路299	一师附小	16000	上海诚立物业服务有限公司	没找到	6004	6
安福路298弄1-2号	一品苑	16400	上海安意物业管理有限公司	商品房	4003	4
茅台路255弄15、17号	益同公寓	3183.28	上海长宁商业网点置业有限公司	售后房	5004	5
舒兰路88号	益康大楼	22134	上海冬迩物业管理有限公司	商品房	10008	10
政本路280弄	益华小区	31230.07	上海衡源物业管理有限公司	商品房	10010	10
上海市安福路168号	亦园大厦	41297	上海其士物业管理有限公司	商品房	4003	4
逸仙路1321弄3支弄	逸仙路1321弄3支弄	61404.4	上海高境物业管理有限公司	售后房	11012	11
逸仙路1321弄1支弄	逸仙路1321弄1支弄	52136.58	上海高境物业管理有限公司	售后房	11012	11
淞南路111号	逸居苑	59455	上海继发物业公司	没找到	11014	11
宝山区长临路1118弄	屹立家园	105000	上海北康物业管理有限公司	商品房	11013	11
衡山路17弄7-8号	艺术公寓	12752	阿琪玛斯物业管理(上海)有限公司	商品房	4002	4
宜山路701弄	宜山路701弄	43985	上海徐房物业有限公司	商品房	4008	4
双阳路281号,双阳路291弄1-18号,双阳路293弄1-2号,13,14,22,51,54,55	友谊新村	53282.58	上海延吉物业管理有限公司	售后房	10008	10
永清路899号	友谊街道市民服务中心综合楼	9457	上海宝灵物业管理有限公司	没找到	11003	11
广灵二路友谊三村6-8号、17-19号，侯家宅7号，水电路737弄15-16号	友三小区	9971.31	上海广同物业有限公司	售后房	9006	9
石泉路35弄1号	邮政石泉大楼	19975.49	上海邮政物业管理有限公司	商品房	7007	7
横浜路35弄8-11、17-30号	邮电横浜路35弄	2778.12	上海邮政物业管理有限公司	没找到	9005	9
洛川中路777弄1-13号	悠和家园	86960.87	上海驰骋物业管理有限公司	商品房	8010	8
卢湾区75街坊	永业公寓二期		上海福高物业管理有限公司	商品房	3002	3
